N,Mint,City,Group
2267,Damascus,Hippos,Hellenistic
2268,Damascus,Hippos,Hellenistic
2269,Damascus,Hippos,Hellenistic
2270,Aradus,Hippos,Phoenician
2271,Sidon,Hippos,Phoenician
2272,Sidon,Hippos,Phoenician
2273,Tyre,Hippos,Phoenician
2274,Tyre,Hippos,Phoenician
2275,Tyre,Hippos,Phoenician
2276,Tyre,Hippos,Phoenician
2277,Tyre,Hippos,Phoenician
2278,Tyre,Hippos,Phoenician
2279,Tyre,Hippos,Phoenician
2280,Tyre,Hippos,Phoenician
2281,Tyre,Hippos,Phoenician
2282,Tyre,Hippos,Phoenician
2283,Tyre,Hippos,Phoenician
2284,Tyre,Hippos,Phoenician
2285,Jerusalem,Hippos,Local
2286,Jerusalem,Hippos,Local
2287,Uncertain,Hippos,Unknown
2288,Uncertain,Hippos,Unknown
2289,Damascus,Hippos,Hellenistic
2290,Gadara,Hippos,Hellenistic
2291,Gadara,Hippos,Hellenistic
2292,Hippos,Hippos,Hellenistic
2293,Hippos,Hippos,Hellenistic
2294,Samaria,Hippos,Local
2295,Jerusalem,Hippos,Local
2296,Jerusalem,Hippos,Local
2297,Jerusalem,Hippos,Local
2298,Tyre,Hippos,Phoenician
2299,Gadara,Hippos,Hellenistic
2300,Uncertain,Hippos,Unknown
2301,Uncertain,Hippos,Unknown
2302,Tiberias,Hippos,Local
2303,Tiberias,Hippos,Local
2304,Tiberias,Hippos,Local
2305,Tiberias,Hippos,Local
2306,Jerusalem,Hippos,Local
2307,Jerusalem,Hippos,Local
2308,Jerusalem,Hippos,Local
2309,Jerusalem,Hippos,Local
2310,Jerusalem,Hippos,Local
2311,Jerusalem,Hippos,Local
2312,Jerusalem,Hippos,Local
2313,Jerusalem,Hippos,Local
2314,Jerusalem,Hippos,Local
2315,Hippos,Hippos,Hellenistic
2316,Rome,Hippos,Roman
2317,Gadara,Hippos,Hellenistic
2318,Gadara,Hippos,Hellenistic
2319,Gadara,Hippos,Hellenistic
2320,Caesarea Maritima,Hippos,Roman
2321,Caesarea Maritima,Hippos,Roman
2322,Tyre,Hippos,Phoenician
2323,Tyre,Hippos,Phoenician
2324,Tyre,Hippos,Phoenician
2325,Tyre,Hippos,Phoenician
2326,Tyre,Hippos,Phoenician
2327,Tyre,Hippos,Phoenician
2328,Tyre,Hippos,Phoenician
2329,Tyre,Hippos,Phoenician
2330,Tyre,Hippos,Phoenician
2331,Tyre,Hippos,Phoenician
2332,Tyre,Hippos,Phoenician
2333,Tyre,Hippos,Phoenician
2334,Tyre,Hippos,Phoenician
2335,Tyre,Hippos,Phoenician
2336,Tyre,Hippos,Phoenician
2337,Tyre,Hippos,Phoenician
2338,Tyre,Hippos,Phoenician
2339,Rome,Hippos,Roman
2340,Rome,Hippos,Roman
2341,Tiberias,Hippos,Local
2342,Tiberias,Hippos,Local
2343,Gaba,Hippos,Parthian
2344,Sepphoris,Hippos,Local
2345,Gaba,Hippos,Parthian
2346,Uncertain,Hippos,Unknown
2347,Sepphoris,Hippos,Local
2348,Hippos,Hippos,Hellenistic
2349,Caesarea Maritima,Hippos,Roman
2350,Dora,Hippos,Phoenician
2351,Caesarea Maritima,Hippos,Roman
2352,Tyre,Hippos,Phoenician
2353,Tyre,Hippos,Phoenician
2354,Hippos,Hippos,Hellenistic
2355,Hippos,Hippos,Hellenistic
2356,Hippos,Hippos,Hellenistic
2357,Hippos,Hippos,Hellenistic
2358,Hippos,Hippos,Hellenistic
2359,Hippos,Hippos,Hellenistic
2360,Hippos,Hippos,Hellenistic
2361,Hippos,Hippos,Hellenistic
2362,Hippos,Hippos,Hellenistic
2363,Gadara,Hippos,Hellenistic
2364,Scythopolis,Hippos,Hellenistic
2365,Hippos,Hippos,Hellenistic
2366,Gaba,Hippos,Parthian
2367,Tiberias,Hippos,Local
2368,Scythopolis,Hippos,Hellenistic
2369,Gadara,Hippos,Hellenistic
2370,Tyre,Hippos,Phoenician
2371,Caesarea Maritima,Hippos,Roman
2372,Caesarea Maritima,Hippos,Roman
2373,Caesarea Maritima,Hippos,Roman
2374,Damascus,Hippos,Hellenistic
2375,Ptolemais,Hippos,Phoenician
2376,Uncertain,Hippos,Unknown
2377,Tyre,Tiberias,Phoenician
2378,Berytus,Tiberias,Phoenician
2379,Jerusalem,Tiberias,Local
2380,Ptolemais,Tiberias,Phoenician
2381,Caesarea Maritima,Tiberias,Roman
2382,Tyre,Tiberias,Phoenician
2383,Jerusalem,Tiberias,Local
2384,Uncertain,Tiberias,Unknown
2385,Jerusalem,Gamla,Local
2386,Jerusalem,Gamla,Local
2387,Jerusalem,Gamla,Local
2388,Jerusalem,Gamla,Local
2389,Jerusalem,Gamla,Local
2390,Jerusalem,Gamla,Local
2391,Jerusalem,Gamla,Local
2392,Jerusalem,Gamla,Local
2393,Jerusalem,Gamla,Local
2394,Jerusalem,Gamla,Local
2395,Jerusalem,Gamla,Local
2396,Jerusalem,Gamla,Local
2397,Jerusalem,Gamla,Local
2398,Jerusalem,Gamla,Local
2399,Jerusalem,Gamla,Local
2400,Jerusalem,Gamla,Local
2401,Jerusalem,Gamla,Local
2402,Jerusalem,Gamla,Local
2403,Jerusalem,Gamla,Local
2404,Jerusalem,Gamla,Local
2405,Jerusalem,Gamla,Local
2406,Jerusalem,Gamla,Local
2407,Jerusalem,Gamla,Local
2408,Jerusalem,Gamla,Local
2409,Jerusalem,Gamla,Local
2410,Jerusalem,Gamla,Local
2411,Jerusalem,Gamla,Local
2412,Jerusalem,Gamla,Local
2413,Jerusalem,Gamla,Local
2414,Jerusalem,Gamla,Local
2415,Jerusalem,Gamla,Local
2416,Jerusalem,Gamla,Local
2417,Jerusalem,Gamla,Local
2418,Jerusalem,Gamla,Local
2419,Jerusalem,Gamla,Local
2420,Jerusalem,Gamla,Local
2421,Jerusalem,Gamla,Local
2422,Jerusalem,Gamla,Local
2423,Jerusalem,Gamla,Local
2424,Jerusalem,Gamla,Local
2425,Jerusalem,Gamla,Local
2426,Jerusalem,Gamla,Local
2427,Jerusalem,Gamla,Local
2428,Jerusalem,Gamla,Local
2429,Jerusalem,Gamla,Local
2430,Jerusalem,Gamla,Local
2431,Jerusalem,Gamla,Local
2432,Jerusalem,Gamla,Local
2433,Jerusalem,Gamla,Local
2434,Jerusalem,Gamla,Local
2435,Jerusalem,Gamla,Local
2436,Jerusalem,Gamla,Local
2437,Jerusalem,Gamla,Local
2438,Jerusalem,Gamla,Local
2439,Jerusalem,Gamla,Local
2440,Jerusalem,Gamla,Local
2441,Jerusalem,Gamla,Local
2442,Jerusalem,Gamla,Local
2443,Jerusalem,Gamla,Local
2444,Jerusalem,Gamla,Local
2445,Jerusalem,Gamla,Local
2446,Jerusalem,Gamla,Local
2447,Jerusalem,Gamla,Local
2448,Jerusalem,Gamla,Local
2449,Jerusalem,Gamla,Local
2450,Jerusalem,Gamla,Local
2451,Jerusalem,Gamla,Local
2452,Jerusalem,Gamla,Local
2453,Jerusalem,Gamla,Local
2454,Jerusalem,Gamla,Local
2455,Jerusalem,Gamla,Local
2456,Jerusalem,Gamla,Local
2457,Jerusalem,Gamla,Local
2458,Jerusalem,Gamla,Local
2459,Jerusalem,Gamla,Local
2460,Jerusalem,Gamla,Local
2461,Jerusalem,Gamla,Local
2462,Jerusalem,Gamla,Local
2463,Jerusalem,Gamla,Local
2464,Jerusalem,Gamla,Local
2465,Jerusalem,Gamla,Local
2466,Jerusalem,Gamla,Local
2467,Jerusalem,Gamla,Local
2468,Jerusalem,Gamla,Local
2469,Jerusalem,Gamla,Local
2470,Jerusalem,Gamla,Local
2471,Jerusalem,Gamla,Local
2472,Jerusalem,Gamla,Local
2473,Jerusalem,Gamla,Local
2474,Jerusalem,Gamla,Local
2475,Jerusalem,Gamla,Local
2476,Jerusalem,Gamla,Local
2477,Jerusalem,Gamla,Local
2478,Jerusalem,Gamla,Local
2479,Jerusalem,Gamla,Local
2480,Jerusalem,Gamla,Local
2481,Jerusalem,Gamla,Local
2482,Jerusalem,Gamla,Local
2483,Jerusalem,Gamla,Local
2484,Jerusalem,Gamla,Local
2485,Jerusalem,Gamla,Local
2486,Jerusalem,Gamla,Local
2487,Jerusalem,Gamla,Local
2488,Jerusalem,Gamla,Local
2489,Jerusalem,Gamla,Local
2490,Jerusalem,Gamla,Local
2491,Jerusalem,Gamla,Local
2492,Jerusalem,Gamla,Local
2493,Jerusalem,Gamla,Local
2494,Jerusalem,Gamla,Local
2495,Jerusalem,Gamla,Local
2496,Jerusalem,Gamla,Local
2497,Jerusalem,Gamla,Local
2498,Jerusalem,Gamla,Local
2499,Jerusalem,Gamla,Local
2500,Jerusalem,Gamla,Local
2501,Jerusalem,Gamla,Local
2502,Jerusalem,Gamla,Local
2503,Jerusalem,Gamla,Local
2504,Jerusalem,Gamla,Local
2505,Jerusalem,Gamla,Local
2506,Jerusalem,Gamla,Local
2507,Jerusalem,Gamla,Local
2508,Jerusalem,Gamla,Local
2509,Jerusalem,Gamla,Local
2510,Jerusalem,Gamla,Local
2511,Jerusalem,Gamla,Local
2512,Jerusalem,Gamla,Local
2513,Jerusalem,Gamla,Local
2514,Jerusalem,Gamla,Local
2515,Jerusalem,Gamla,Local
2516,Jerusalem,Gamla,Local
2517,Jerusalem,Gamla,Local
2518,Jerusalem,Gamla,Local
2519,Jerusalem,Gamla,Local
2520,Jerusalem,Gamla,Local
2521,Jerusalem,Gamla,Local
2522,Jerusalem,Gamla,Local
2523,Jerusalem,Gamla,Local
2524,Jerusalem,Gamla,Local
2525,Jerusalem,Gamla,Local
2526,Jerusalem,Gamla,Local
2527,Jerusalem,Gamla,Local
2528,Jerusalem,Gamla,Local
2529,Jerusalem,Gamla,Local
2530,Jerusalem,Gamla,Local
2531,Jerusalem,Gamla,Local
2532,Jerusalem,Gamla,Local
2533,Jerusalem,Gamla,Local
2534,Jerusalem,Gamla,Local
2535,Jerusalem,Gamla,Local
2536,Jerusalem,Gamla,Local
2537,Jerusalem,Gamla,Local
2538,Jerusalem,Gamla,Local
2539,Jerusalem,Gamla,Local
2540,Jerusalem,Gamla,Local
2541,Jerusalem,Gamla,Local
2542,Jerusalem,Gamla,Local
2543,Jerusalem,Gamla,Local
2544,Jerusalem,Gamla,Local
2545,Jerusalem,Gamla,Local
2546,Jerusalem,Gamla,Local
2547,Jerusalem,Gamla,Local
2548,Jerusalem,Gamla,Local
2549,Jerusalem,Gamla,Local
2550,Jerusalem,Gamla,Local
2551,Jerusalem,Gamla,Local
2552,Jerusalem,Gamla,Local
2553,Jerusalem,Gamla,Local
2554,Jerusalem,Gamla,Local
2555,Jerusalem,Gamla,Local
2556,Jerusalem,Gamla,Local
2557,Jerusalem,Gamla,Local
2558,Jerusalem,Gamla,Local
2559,Jerusalem,Gamla,Local
2560,Jerusalem,Gamla,Local
2561,Jerusalem,Gamla,Local
2562,Jerusalem,Gamla,Local
2563,Jerusalem,Gamla,Local
2564,Jerusalem,Gamla,Local
2565,Jerusalem,Gamla,Local
2566,Jerusalem,Gamla,Local
2567,Jerusalem,Gamla,Local
2568,Jerusalem,Gamla,Local
2569,Jerusalem,Gamla,Local
2570,Jerusalem,Gamla,Local
2571,Jerusalem,Gamla,Local
2572,Jerusalem,Gamla,Local
2573,Jerusalem,Gamla,Local
2574,Jerusalem,Gamla,Local
2575,Jerusalem,Gamla,Local
2576,Jerusalem,Gamla,Local
2577,Jerusalem,Gamla,Local
2578,Jerusalem,Gamla,Local
2579,Jerusalem,Gamla,Local
2580,Jerusalem,Gamla,Local
2581,Jerusalem,Gamla,Local
2582,Jerusalem,Gamla,Local
2583,Jerusalem,Gamla,Local
2584,Jerusalem,Gamla,Local
2585,Jerusalem,Gamla,Local
2586,Jerusalem,Gamla,Local
2587,Jerusalem,Gamla,Local
2588,Jerusalem,Gamla,Local
2589,Jerusalem,Gamla,Local
2590,Jerusalem,Gamla,Local
2591,Jerusalem,Gamla,Local
2592,Jerusalem,Gamla,Local
2593,Jerusalem,Gamla,Local
2594,Jerusalem,Gamla,Local
2595,Jerusalem,Gamla,Local
2596,Jerusalem,Gamla,Local
2597,Jerusalem,Gamla,Local
2598,Jerusalem,Gamla,Local
2599,Jerusalem,Gamla,Local
2600,Jerusalem,Gamla,Local
2601,Jerusalem,Gamla,Local
2602,Jerusalem,Gamla,Local
2603,Jerusalem,Gamla,Local
2604,Jerusalem,Gamla,Local
2605,Jerusalem,Gamla,Local
2606,Jerusalem,Gamla,Local
2607,Jerusalem,Gamla,Local
2608,Jerusalem,Gamla,Local
2609,Jerusalem,Gamla,Local
2610,Jerusalem,Gamla,Local
2611,Jerusalem,Gamla,Local
2612,Jerusalem,Gamla,Local
2613,Jerusalem,Gamla,Local
2614,Jerusalem,Gamla,Local
2615,Jerusalem,Gamla,Local
2616,Jerusalem,Gamla,Local
2617,Jerusalem,Gamla,Local
2618,Jerusalem,Gamla,Local
2619,Jerusalem,Gamla,Local
2620,Jerusalem,Gamla,Local
2621,Jerusalem,Gamla,Local
2622,Jerusalem,Gamla,Local
2623,Jerusalem,Gamla,Local
2624,Jerusalem,Gamla,Local
2625,Jerusalem,Gamla,Local
2626,Jerusalem,Gamla,Local
2627,Jerusalem,Gamla,Local
2628,Jerusalem,Gamla,Local
2629,Jerusalem,Gamla,Local
2630,Jerusalem,Gamla,Local
2631,Jerusalem,Gamla,Local
2632,Jerusalem,Gamla,Local
2633,Jerusalem,Gamla,Local
2634,Jerusalem,Gamla,Local
2635,Jerusalem,Gamla,Local
2636,Jerusalem,Gamla,Local
2637,Jerusalem,Gamla,Local
2638,Jerusalem,Gamla,Local
2639,Jerusalem,Gamla,Local
2640,Jerusalem,Gamla,Local
2641,Jerusalem,Gamla,Local
2642,Jerusalem,Gamla,Local
2643,Jerusalem,Gamla,Local
2644,Jerusalem,Gamla,Local
2645,Jerusalem,Gamla,Local
2646,Jerusalem,Gamla,Local
2647,Jerusalem,Gamla,Local
2648,Jerusalem,Gamla,Local
2649,Jerusalem,Gamla,Local
2650,Jerusalem,Gamla,Local
2651,Jerusalem,Gamla,Local
2652,Jerusalem,Gamla,Local
2653,Jerusalem,Gamla,Local
2654,Jerusalem,Gamla,Local
2655,Jerusalem,Gamla,Local
2656,Jerusalem,Gamla,Local
2657,Jerusalem,Gamla,Local
2658,Jerusalem,Gamla,Local
2659,Jerusalem,Gamla,Local
2660,Jerusalem,Gamla,Local
2661,Jerusalem,Gamla,Local
2662,Jerusalem,Gamla,Local
2663,Jerusalem,Gamla,Local
2664,Jerusalem,Gamla,Local
2665,Jerusalem,Gamla,Local
2666,Jerusalem,Gamla,Local
2667,Jerusalem,Gamla,Local
2668,Jerusalem,Gamla,Local
2669,Jerusalem,Gamla,Local
2670,Jerusalem,Gamla,Local
2671,Jerusalem,Gamla,Local
2672,Jerusalem,Gamla,Local
2673,Jerusalem,Gamla,Local
2674,Jerusalem,Gamla,Local
2675,Jerusalem,Gamla,Local
2676,Jerusalem,Gamla,Local
2677,Jerusalem,Gamla,Local
2678,Jerusalem,Gamla,Local
2679,Jerusalem,Gamla,Local
2680,Jerusalem,Gamla,Local
2681,Jerusalem,Gamla,Local
2682,Jerusalem,Gamla,Local
2683,Jerusalem,Gamla,Local
2684,Jerusalem,Gamla,Local
2685,Jerusalem,Gamla,Local
2686,Jerusalem,Gamla,Local
2687,Jerusalem,Gamla,Local
2688,Jerusalem,Gamla,Local
2689,Jerusalem,Gamla,Local
2690,Jerusalem,Gamla,Local
2691,Jerusalem,Gamla,Local
2692,Jerusalem,Gamla,Local
2693,Jerusalem,Gamla,Local
2694,Jerusalem,Gamla,Local
2695,Jerusalem,Gamla,Local
2696,Jerusalem,Gamla,Local
2697,Jerusalem,Gamla,Local
2698,Jerusalem,Gamla,Local
2699,Jerusalem,Gamla,Local
2700,Jerusalem,Gamla,Local
2701,Jerusalem,Gamla,Local
2702,Jerusalem,Gamla,Local
2703,Jerusalem,Gamla,Local
2704,Jerusalem,Gamla,Local
2705,Jerusalem,Gamla,Local
2706,Jerusalem,Gamla,Local
2707,Jerusalem,Gamla,Local
2708,Jerusalem,Gamla,Local
2709,Jerusalem,Gamla,Local
2710,Jerusalem,Gamla,Local
2711,Jerusalem,Gamla,Local
2712,Jerusalem,Gamla,Local
2713,Jerusalem,Gamla,Local
2714,Jerusalem,Gamla,Local
2715,Jerusalem,Gamla,Local
2716,Jerusalem,Gamla,Local
2717,Jerusalem,Gamla,Local
2718,Jerusalem,Gamla,Local
2719,Jerusalem,Gamla,Local
2720,Jerusalem,Gamla,Local
2721,Jerusalem,Gamla,Local
2722,Jerusalem,Gamla,Local
2723,Jerusalem,Gamla,Local
2724,Jerusalem,Gamla,Local
2725,Jerusalem,Gamla,Local
2726,Jerusalem,Gamla,Local
2727,Jerusalem,Gamla,Local
2728,Jerusalem,Gamla,Local
2729,Jerusalem,Gamla,Local
2730,Jerusalem,Gamla,Local
2731,Jerusalem,Gamla,Local
2732,Jerusalem,Gamla,Local
2733,Jerusalem,Gamla,Local
2734,Jerusalem,Gamla,Local
2735,Jerusalem,Gamla,Local
2736,Jerusalem,Gamla,Local
2737,Jerusalem,Gamla,Local
2738,Jerusalem,Gamla,Local
2739,Jerusalem,Gamla,Local
2740,Jerusalem,Gamla,Local
2741,Jerusalem,Gamla,Local
2742,Jerusalem,Gamla,Local
2743,Jerusalem,Gamla,Local
2744,Jerusalem,Gamla,Local
2745,Jerusalem,Gamla,Local
2746,Jerusalem,Gamla,Local
2747,Jerusalem,Gamla,Local
2748,Jerusalem,Gamla,Local
2749,Jerusalem,Gamla,Local
2750,Jerusalem,Gamla,Local
2751,Jerusalem,Gamla,Local
2752,Jerusalem,Gamla,Local
2753,Jerusalem,Gamla,Local
2754,Jerusalem,Gamla,Local
2755,Jerusalem,Gamla,Local
2756,Jerusalem,Gamla,Local
2757,Jerusalem,Gamla,Local
2758,Jerusalem,Gamla,Local
2759,Jerusalem,Gamla,Local
2760,Jerusalem,Gamla,Local
2761,Jerusalem,Gamla,Local
2762,Jerusalem,Gamla,Local
2763,Jerusalem,Gamla,Local
2764,Jerusalem,Gamla,Local
2765,Jerusalem,Gamla,Local
2766,Jerusalem,Gamla,Local
2767,Jerusalem,Gamla,Local
2768,Jerusalem,Gamla,Local
2769,Jerusalem,Gamla,Local
2770,Jerusalem,Gamla,Local
2771,Jerusalem,Gamla,Local
2772,Jerusalem,Gamla,Local
2773,Jerusalem,Gamla,Local
2774,Jerusalem,Gamla,Local
2775,Jerusalem,Gamla,Local
2776,Jerusalem,Gamla,Local
2777,Jerusalem,Gamla,Local
2778,Jerusalem,Gamla,Local
2779,Jerusalem,Gamla,Local
2780,Jerusalem,Gamla,Local
2781,Jerusalem,Gamla,Local
2782,Jerusalem,Gamla,Local
2783,Jerusalem,Gamla,Local
2784,Jerusalem,Gamla,Local
2785,Jerusalem,Gamla,Local
2786,Jerusalem,Gamla,Local
2787,Jerusalem,Gamla,Local
2788,Jerusalem,Gamla,Local
2789,Jerusalem,Gamla,Local
2790,Jerusalem,Gamla,Local
2791,Jerusalem,Gamla,Local
2792,Jerusalem,Gamla,Local
2793,Jerusalem,Gamla,Local
2794,Jerusalem,Gamla,Local
2795,Jerusalem,Gamla,Local
2796,Jerusalem,Gamla,Local
2797,Jerusalem,Gamla,Local
2798,Jerusalem,Gamla,Local
2799,Jerusalem,Gamla,Local
2800,Jerusalem,Gamla,Local
2801,Jerusalem,Gamla,Local
2802,Jerusalem,Gamla,Local
2803,Jerusalem,Gamla,Local
2804,Jerusalem,Gamla,Local
2805,Jerusalem,Gamla,Local
2806,Jerusalem,Gamla,Local
2807,Jerusalem,Gamla,Local
2808,Jerusalem,Gamla,Local
2809,Jerusalem,Gamla,Local
2810,Jerusalem,Gamla,Local
2811,Jerusalem,Gamla,Local
2812,Jerusalem,Gamla,Local
2813,Jerusalem,Gamla,Local
2814,Jerusalem,Gamla,Local
2815,Jerusalem,Gamla,Local
2816,Jerusalem,Gamla,Local
2817,Jerusalem,Gamla,Local
2818,Jerusalem,Gamla,Local
2819,Jerusalem,Gamla,Local
2820,Jerusalem,Gamla,Local
2821,Jerusalem,Gamla,Local
2822,Jerusalem,Gamla,Local
2823,Jerusalem,Gamla,Local
2824,Jerusalem,Gamla,Local
2825,Jerusalem,Gamla,Local
2826,Jerusalem,Gamla,Local
2827,Jerusalem,Gamla,Local
2828,Jerusalem,Gamla,Local
2829,Jerusalem,Gamla,Local
2830,Jerusalem,Gamla,Local
2831,Jerusalem,Gamla,Local
2832,Jerusalem,Gamla,Local
2833,Jerusalem,Gamla,Local
2834,Jerusalem,Gamla,Local
2835,Jerusalem,Gamla,Local
2836,Jerusalem,Gamla,Local
2837,Jerusalem,Gamla,Local
2838,Jerusalem,Gamla,Local
2839,Jerusalem,Gamla,Local
2840,Jerusalem,Gamla,Local
2841,Jerusalem,Gamla,Local
2842,Jerusalem,Gamla,Local
2843,Jerusalem,Gamla,Local
2844,Jerusalem,Gamla,Local
2845,Jerusalem,Gamla,Local
2846,Jerusalem,Gamla,Local
2847,Jerusalem,Gamla,Local
2848,Jerusalem,Gamla,Local
2849,Jerusalem,Gamla,Local
2850,Jerusalem,Gamla,Local
2851,Jerusalem,Gamla,Local
2852,Jerusalem,Gamla,Local
2853,Jerusalem,Gamla,Local
2854,Jerusalem,Gamla,Local
2855,Jerusalem,Gamla,Local
2856,Jerusalem,Gamla,Local
2857,Jerusalem,Gamla,Local
2858,Jerusalem,Gamla,Local
2859,Jerusalem,Gamla,Local
2860,Jerusalem,Gamla,Local
2861,Jerusalem,Gamla,Local
2862,Jerusalem,Gamla,Local
2863,Jerusalem,Gamla,Local
2864,Jerusalem,Gamla,Local
2865,Jerusalem,Gamla,Local
2866,Jerusalem,Gamla,Local
2867,Jerusalem,Gamla,Local
2868,Jerusalem,Gamla,Local
2869,Jerusalem,Gamla,Local
2870,Jerusalem,Gamla,Local
2871,Jerusalem,Gamla,Local
2872,Jerusalem,Gamla,Local
2873,Jerusalem,Gamla,Local
2874,Jerusalem,Gamla,Local
2875,Jerusalem,Gamla,Local
2876,Jerusalem,Gamla,Local
2877,Jerusalem,Gamla,Local
2878,Jerusalem,Gamla,Local
2879,Jerusalem,Gamla,Local
2880,Jerusalem,Gamla,Local
2881,Jerusalem,Gamla,Local
2882,Jerusalem,Gamla,Local
2883,Jerusalem,Gamla,Local
2884,Jerusalem,Gamla,Local
2885,Jerusalem,Gamla,Local
2886,Jerusalem,Gamla,Local
2887,Jerusalem,Gamla,Local
2888,Jerusalem,Gamla,Local
2889,Jerusalem,Gamla,Local
2890,Jerusalem,Gamla,Local
2891,Jerusalem,Gamla,Local
2892,Jerusalem,Gamla,Local
2893,Jerusalem,Gamla,Local
2894,Jerusalem,Gamla,Local
2895,Jerusalem,Gamla,Local
2896,Jerusalem,Gamla,Local
2897,Jerusalem,Gamla,Local
2898,Jerusalem,Gamla,Local
2899,Jerusalem,Gamla,Local
2900,Jerusalem,Gamla,Local
2901,Jerusalem,Gamla,Local
2902,Jerusalem,Gamla,Local
2903,Jerusalem,Gamla,Local
2904,Jerusalem,Gamla,Local
2905,Jerusalem,Gamla,Local
2906,Jerusalem,Gamla,Local
2907,Jerusalem,Gamla,Local
2908,Jerusalem,Gamla,Local
2909,Jerusalem,Gamla,Local
2910,Jerusalem,Gamla,Local
2911,Jerusalem,Gamla,Local
2912,Jerusalem,Gamla,Local
2913,Jerusalem,Gamla,Local
2914,Jerusalem,Gamla,Local
2915,Jerusalem,Gamla,Local
2916,Jerusalem,Gamla,Local
2917,Jerusalem,Gamla,Local
2918,Jerusalem,Gamla,Local
2919,Jerusalem,Gamla,Local
2920,Jerusalem,Gamla,Local
2921,Jerusalem,Gamla,Local
2922,Jerusalem,Gamla,Local
2923,Jerusalem,Gamla,Local
2924,Jerusalem,Gamla,Local
2925,Jerusalem,Gamla,Local
2926,Jerusalem,Gamla,Local
2927,Jerusalem,Gamla,Local
2928,Jerusalem,Gamla,Local
2929,Jerusalem,Gamla,Local
2930,Jerusalem,Gamla,Local
2931,Jerusalem,Gamla,Local
2932,Jerusalem,Gamla,Local
2933,Jerusalem,Gamla,Local
2934,Jerusalem,Gamla,Local
2935,Jerusalem,Gamla,Local
2936,Jerusalem,Gamla,Local
2937,Jerusalem,Gamla,Local
2938,Jerusalem,Gamla,Local
2939,Jerusalem,Gamla,Local
2940,Jerusalem,Gamla,Local
2941,Jerusalem,Gamla,Local
2942,Jerusalem,Gamla,Local
2943,Jerusalem,Gamla,Local
2944,Jerusalem,Gamla,Local
2945,Jerusalem,Gamla,Local
2946,Jerusalem,Gamla,Local
2947,Jerusalem,Gamla,Local
2948,Jerusalem,Gamla,Local
2949,Jerusalem,Gamla,Local
2950,Jerusalem,Gamla,Local
2951,Jerusalem,Gamla,Local
2952,Jerusalem,Gamla,Local
2953,Jerusalem,Gamla,Local
2954,Jerusalem,Gamla,Local
2955,Jerusalem,Gamla,Local
2956,Jerusalem,Gamla,Local
2957,Jerusalem,Gamla,Local
2958,Jerusalem,Gamla,Local
2959,Jerusalem,Gamla,Local
2960,Jerusalem,Gamla,Local
2961,Jerusalem,Gamla,Local
2962,Jerusalem,Gamla,Local
2963,Jerusalem,Gamla,Local
2964,Jerusalem,Gamla,Local
2965,Jerusalem,Gamla,Local
2966,Jerusalem,Gamla,Local
2967,Jerusalem,Gamla,Local
2968,Jerusalem,Gamla,Local
2969,Jerusalem,Gamla,Local
2970,Jerusalem,Gamla,Local
2971,Jerusalem,Gamla,Local
2972,Jerusalem,Gamla,Local
2973,Jerusalem,Gamla,Local
2974,Jerusalem,Gamla,Local
2975,Jerusalem,Gamla,Local
2976,Jerusalem,Gamla,Local
2977,Jerusalem,Gamla,Local
2978,Jerusalem,Gamla,Local
2979,Jerusalem,Gamla,Local
2980,Jerusalem,Gamla,Local
2981,Jerusalem,Gamla,Local
2982,Jerusalem,Gamla,Local
2983,Jerusalem,Gamla,Local
2984,Jerusalem,Gamla,Local
2985,Jerusalem,Gamla,Local
2986,Jerusalem,Gamla,Local
2987,Jerusalem,Gamla,Local
2988,Jerusalem,Gamla,Local
2989,Jerusalem,Gamla,Local
2990,Jerusalem,Gamla,Local
2991,Jerusalem,Gamla,Local
2992,Jerusalem,Gamla,Local
2993,Jerusalem,Gamla,Local
2994,Jerusalem,Gamla,Local
2995,Jerusalem,Gamla,Local
2996,Jerusalem,Gamla,Local
2997,Jerusalem,Gamla,Local
2998,Jerusalem,Gamla,Local
2999,Jerusalem,Gamla,Local
3000,Jerusalem,Gamla,Local
3001,Jerusalem,Gamla,Local
3002,Jerusalem,Gamla,Local
3003,Jerusalem,Gamla,Local
3004,Jerusalem,Gamla,Local
3005,Jerusalem,Gamla,Local
3006,Jerusalem,Gamla,Local
3007,Jerusalem,Gamla,Local
3008,Jerusalem,Gamla,Local
3009,Jerusalem,Gamla,Local
3010,Jerusalem,Gamla,Local
3011,Jerusalem,Gamla,Local
3012,Jerusalem,Gamla,Local
3013,Jerusalem,Gamla,Local
3014,Jerusalem,Gamla,Local
3015,Jerusalem,Gamla,Local
3016,Jerusalem,Gamla,Local
3017,Jerusalem,Gamla,Local
3018,Jerusalem,Gamla,Local
3019,Jerusalem,Gamla,Local
3020,Jerusalem,Gamla,Local
3021,Jerusalem,Gamla,Local
3022,Jerusalem,Gamla,Local
3023,Jerusalem,Gamla,Local
3024,Jerusalem,Gamla,Local
3025,Jerusalem,Gamla,Local
3026,Jerusalem,Gamla,Local
3027,Jerusalem,Gamla,Local
3028,Jerusalem,Gamla,Local
3029,Jerusalem,Gamla,Local
3030,Jerusalem,Gamla,Local
3031,Jerusalem,Gamla,Local
3032,Jerusalem,Gamla,Local
3033,Jerusalem,Gamla,Local
3034,Jerusalem,Gamla,Local
3035,Jerusalem,Gamla,Local
